epoch,train_loss,train_acc,val_acc
1,3.9656927585601807,0.4462343752384186,0.4618946611881256
2,2.3254077434539795,0.512596070766449,0.5103526711463928
3,1.8780689239501953,0.5679946541786194,0.571160078048706
4,1.726080298423767,0.6003672480583191,0.6077384948730469
5,1.6183441877365112,0.6144753098487854,0.6147186160087585
6,1.53437340259552,0.6247346997261047,0.6049867272377014
7,1.463655710220337,0.6289682388305664,0.6045504808425903
8,1.4197617769241333,0.6349281072616577,0.6104902625083923
9,1.393300175666809,0.6462211608886719,0.6249873638153076
10,1.3577978610992432,0.6566015481948853,0.6444175839424133
11,1.3269487619400024,0.6630672812461853,0.6544514894485474
12,1.2973921298980713,0.6653214693069458,0.657337486743927
13,1.27530038356781,0.666926920413971,0.6579415202140808
14,1.2568360567092896,0.6692800521850586,0.6623376607894897
15,1.2376341819763184,0.6720181107521057,0.6662639379501343
16,1.221947431564331,0.677571177482605,0.6737138628959656
17,1.2024565935134888,0.6821895241737366,0.6801905632019043
18,1.1916282176971436,0.6859942078590393,0.6858283281326294
19,1.185554027557373,0.6885343194007874,0.6891506314277649
20,1.171649694442749,0.6905795931816101,0.6912983655929565
21,1.1616051197052002,0.6918111443519592,0.6901573538780212
22,1.155956506729126,0.6934825778007507,0.6896539926528931
23,1.1440902948379517,0.6947691440582275,0.6896875500679016
24,1.1320512294769287,0.6963415741920471,0.690392255783081
25,1.1261134147644043,0.6974411606788635,0.6926742196083069
26,1.1196603775024414,0.6978810429573059,0.6960635781288147
27,1.1142696142196655,0.6987607479095459,0.6981777548789978
28,1.105188012123108,0.6999263167381287,0.6991173624992371
29,1.0998954772949219,0.7007949948310852,0.6990838050842285
30,1.0933527946472168,0.7026643753051758,0.7004597187042236
31,1.0866806507110596,0.7043137550354004,0.7018691897392273
32,1.0851521492004395,0.7059082388877869,0.7011644244194031
33,1.0772778987884521,0.7067989110946655,0.7017013430595398
34,1.0759738683700562,0.7074586749076843,0.7034463882446289
35,1.0682624578475952,0.7080304622650146,0.7039497494697571
36,1.0631440877914429,0.7089651226997375,0.7040839791297913
37,1.0576465129852295,0.7094599604606628,0.7041846513748169
38,1.0534226894378662,0.7100757360458374,0.7053256630897522
39,1.0517840385437012,0.7108345031738281,0.7054263353347778
40,1.0457651615142822,0.7116371989250183,0.7053256630897522
41,1.0429911613464355,0.7118791341781616,0.7061310410499573
42,1.0386720895767212,0.7124618887901306,0.7056276798248291
43,1.0340614318847656,0.7130227088928223,0.7046880722045898
44,1.0309288501739502,0.7140013575553894,0.704822301864624
45,1.02716064453125,0.7149580121040344,0.7059632539749146
46,1.0221960544586182,0.7154858708381653,0.7072049379348755
47,1.0196936130523682,0.7157057523727417,0.707976758480072
48,1.0183807611465454,0.7165085077285767,0.7073727250099182
49,1.0159504413604736,0.7171242833137512,0.707976758480072
50,1.0124952793121338,0.7178940176963806,0.7088828086853027
51,1.0081112384796143,0.7192025780677795,0.7100573778152466
52,1.0061650276184082,0.7198513150215149,0.7104265093803406
53,1.0037180185317993,0.7204341292381287,0.7109969854354858
54,1.0011088848114014,0.7211598753929138,0.7101580500602722
55,0.9978078007698059,0.721258819103241,0.7095539569854736
56,0.9965600967407227,0.7223694324493408,0.7109634280204773
57,0.9898025989532471,0.7231281995773315,0.7108627557754517
58,0.9895769357681274,0.7231501340866089,0.7112318873405457
59,0.9859266877174377,0.723469078540802,0.7108627557754517
60,0.9845789670944214,0.7232381105422974,0.7105607390403748
61,0.9795143604278564,0.7237659692764282,0.7112990021705627
62,0.9781161546707153,0.7241837978363037,0.7113325595855713
63,0.9737473130226135,0.7248106002807617,0.7114332318305969
64,0.973190188407898,0.7251074910163879,0.7112990021705627
65,0.9724354147911072,0.7259871959686279,0.7113325595855713
66,0.9694780707359314,0.7265369892120361,0.7123392820358276
67,0.9672221541404724,0.7272077202796936,0.713111162185669
68,0.9660950899124146,0.7281754016876221,0.7129769325256348
69,0.9620523452758789,0.7276145815849304,0.7110641002655029
