epoch,train_loss,train_acc,val_acc
128,1.2356549501419067,0.7224903702735901,0.7111983299255371
129,1.2384377717971802,0.7239418625831604,0.7097553610801697
130,1.2410072088241577,0.7240188717842102,0.7105271816253662
131,1.2376412153244019,0.7227873206138611,0.7117016911506653
132,1.2350746393203735,0.7237439751625061,0.7098560333251953
133,1.2354586124420166,0.7247115969657898,0.7110976576805115
134,1.2404214143753052,0.7233371138572693,0.7116010189056396
135,1.2366642951965332,0.7241288423538208,0.7111647725105286
136,1.2317031621932983,0.7237329483032227,0.7111647725105286
137,1.2412468194961548,0.7234800457954407,0.7117016911506653
138,1.2326477766036987,0.7248655557632446,0.7118023633956909
139,1.2379704713821411,0.7238099575042725,0.7093526124954224
140,1.2322649955749512,0.7243817448616028,0.7108291983604431
141,1.2353310585021973,0.7249864935874939,0.7111983299255371
142,1.2308393716812134,0.7249644994735718,0.7112990021705627
143,1.2315055131912231,0.7242497801780701,0.7113996744155884
144,1.2341700792312622,0.7249975204467773,0.7121379375457764
145,1.2298998832702637,0.7249644994735718,0.7119030356407166
146,1.2288786172866821,0.7243157625198364,0.7119030356407166
147,1.2250661849975586,0.7245576977729797,0.713111162185669
148,1.2281512022018433,0.7247006297111511,0.7134802937507629
149,1.225154161453247,0.7253164052963257,0.7121043801307678
150,1.2273093461990356,0.725437343120575,0.7122721672058105
151,1.224711298942566,0.7257452607154846,0.712809145450592
152,1.2222684621810913,0.7249644994735718,0.7123057246208191
153,1.2258154153823853,0.7258222103118896,0.7122721672058105
154,1.2259297370910645,0.7263500690460205,0.7131447196006775
155,1.2257921695709229,0.7259321808815002,0.7137151956558228
156,1.2231725454330444,0.7257672548294067,0.712238609790802
157,1.2196474075317383,0.7258992195129395,0.712238609790802
158,1.220940351486206,0.7265039682388306,0.712440013885498
159,1.2321974039077759,0.7252944111824036,0.7128427028656006
160,1.2206215858459473,0.7265039682388306,0.7129769325256348
161,1.2242844104766846,0.7265369892120361,0.7127084732055664
162,1.2233479022979736,0.7256572842597961,0.7134802937507629
163,1.2280668020248413,0.7259652018547058,0.7144534587860107
164,1.2203251123428345,0.726943850517273,0.7125742435455322
165,1.2180345058441162,0.7259321808815002,0.7136145234107971
166,1.21829092502594,0.7275156378746033,0.7133125066757202
167,1.222861647605896,0.7274276614189148,0.7148225903511047
168,1.2186840772628784,0.7267348766326904,0.7150575518608093
169,1.219508409500122,0.726690948009491,0.714654803276062
170,1.2161858081817627,0.726943850517273,0.712440013885498
171,1.2129342555999756,0.7275925874710083,0.7134467363357544
172,1.2169972658157349,0.7272847294807434,0.7149903774261475
173,1.2141038179397583,0.727647602558136,0.7152588963508606
174,1.2136902809143066,0.7269988059997559,0.7140507698059082
175,1.2200132608413696,0.7276585698127747,0.713916540145874
176,1.2161048650741577,0.7277355790138245,0.7146883606910706
177,1.2200111150741577,0.7286372184753418,0.7145541310310364
178,1.2134239673614502,0.7286702394485474,0.7139836549758911
179,1.2143285274505615,0.7272627353668213,0.7143527865409851
180,1.2140448093414307,0.7280324697494507,0.7139500975608826
181,1.2125762701034546,0.7285382747650146,0.7147890329360962
182,1.2180742025375366,0.7284722924232483,0.7154937982559204
183,1.2130883932113647,0.7287032008171082,0.7144534587860107
184,1.2126957178115845,0.7294619679450989,0.7137823104858398
185,1.21607506275177,0.7288791537284851,0.7138494253158569
186,1.2174954414367676,0.7268888354301453,0.7140172123908997
187,1.2154650688171387,0.7293189764022827,0.7125071287155151
188,1.2123327255249023,0.7287691831588745,0.714285671710968
189,1.2170273065567017,0.7284613251686096,0.7146883606910706
190,1.2115044593811035,0.7285272479057312,0.7140507698059082
191,1.2084171772003174,0.7293959856033325,0.7136480808258057
192,1.2148815393447876,0.7302866578102112,0.7127755880355835
193,1.217616081237793,0.7277025580406189,0.7160307168960571
194,1.2138479948043823,0.7297478318214417,0.7137823104858398
195,1.2081931829452515,0.7304295897483826,0.715225338935852
196,1.2079311609268188,0.7293739914894104,0.7147219181060791
197,1.2154713869094849,0.7297918200492859,0.7134802937507629
198,1.215122938156128,0.7297918200492859,0.7132789492607117
199,1.209678053855896,0.7308474779129028,0.7128762602806091
200,1.206196904182434,0.7293409705162048,0.7160978317260742
201,1.2080128192901611,0.728857159614563,0.7157958149909973
202,1.205843448638916,0.731023371219635,0.7119030356407166
203,1.2108383178710938,0.7294619679450989,0.7159300446510315
204,1.205043077468872,0.7299017906188965,0.7168360948562622
205,1.2065210342407227,0.7303526401519775,0.7146212458610535
206,1.2063289880752563,0.7305065989494324,0.7144199013710022
207,1.2039395570755005,0.7314192652702332,0.715023934841156
208,1.2053807973861694,0.7310453653335571,0.7163998484611511
209,1.2051810026168823,0.7308584451675415,0.7159971594810486
210,1.2076672315597534,0.7313752770423889,0.7132118344306946
211,1.2013540267944336,0.730319619178772,0.7170038819313049
212,1.2005436420440674,0.7316612005233765,0.7173394560813904
213,1.2026877403259277,0.7305725812911987,0.7173394560813904
214,1.2050623893737793,0.7303306460380554,0.7153595685958862
215,1.2039209604263306,0.7311223745346069,0.7157958149909973
216,1.20265793800354,0.7312653064727783,0.7180442214012146
217,1.201104760169983,0.7324858903884888,0.7166347503662109
218,1.2062216997146606,0.7309134602546692,0.7165340781211853
219,1.204337239265442,0.7318370938301086,0.717070996761322
220,1.2017769813537598,0.7325628399848938,0.7142521142959595
221,1.2112231254577637,0.730517566204071,0.7156280279159546
222,1.2020701169967651,0.731650173664093,0.7135809659957886
223,1.208230972290039,0.7308364510536194,0.715594470500946
224,1.204002857208252,0.7330027222633362,0.716332733631134
225,1.2020410299301147,0.7315952181816101,0.7164334058761597
226,1.2001240253448486,0.730517566204071,0.7156280279159546
227,1.1977647542953491,0.7323429584503174,0.7127755880355835
228,1.2001157999038696,0.7307044863700867,0.71596360206604
229,1.204634189605713,0.731903076171875,0.7166347503662109
230,1.199949026107788,0.7319910526275635,0.715896487236023
231,1.2035260200500488,0.7312543392181396,0.7172723412513733
232,1.206148624420166,0.7320570349693298,0.7152924537658691
233,1.2065722942352295,0.7283733487129211,0.711869478225708
234,1.2005181312561035,0.7306385636329651,0.7044195532798767
235,1.2056751251220703,0.730869472026825,0.7149903774261475
236,1.1988767385482788,0.7295279502868652,0.7149568200111389
237,1.2013508081436157,0.7301437258720398,0.7037148475646973
238,1.2101376056671143,0.731023371219635,0.7120037078857422
239,1.2006489038467407,0.7305065989494324,0.7171381115913391
240,1.2068802118301392,0.730440616607666,0.7072049379348755
241,1.20778489112854,0.7319360971450806,0.7136816382408142
242,1.1999660730361938,0.7303526401519775,0.712440013885498
243,1.2060152292251587,0.7315512299537659,0.7113996744155884
244,1.2025630474090576,0.7317491173744202,0.7158293724060059
245,1.2045501470565796,0.7298028469085693,0.7120037078857422
246,1.2022596597671509,0.7324309349060059,0.7149232625961304
247,1.201149821281433,0.7324638962745667,0.7150911092758179
248,1.197840690612793,0.7308364510536194,0.7135809659957886
249,1.1993498802185059,0.7326398491859436,0.715023934841156
250,1.2000638246536255,0.7332006096839905,0.7142521142959595
251,1.1974478960037231,0.730770468711853,0.7160307168960571
252,1.1993986368179321,0.73094642162323,0.7161649465560913
253,1.2032678127288818,0.7327167987823486,0.7142185568809509
254,1.2020368576049805,0.7331126928329468,0.717943549156189
255,1.1952203512191772,0.7310893535614014,0.7155609130859375
256,1.1965645551681519,0.7338384389877319,0.7160978317260742
